Order_ID,Order_Date,Customer_Region,City,Product_Category,Product_Sub_Category,Order_Channel,Order_Value,Quantity,Payment_Mode,Warehouse_Location,Dispatch_Date,Delivery_Date,Delivery_Status,Delay_Days,Inventory_Availability,Return_Flag,Return_Reason
ORD103042,08-07-2024,North India,Sydney,Grocery,Premium,Web,15093,1,UPI,WH-Sydney,08-07-2024,11-07-2024,Delayed,2,Yes,No,NA
ORD103043,11-06-2024,NSW,Sydney,Home & Kitchen,Premium,App,30512,4,UPI,WH-Melbourne,13-06-2024,15-06-2024,Delayed,2,No,No,NA
ORD103044,28-06-2024,South India,Brisbane,Sports,Standard,Web,3989,2,Wallet,WH-Melbourne,29-06-2024,30-06-2024,On-time,0,No,No,NA
ORD103045,03-02-2024,NSW,Melbourne,Fashion,Standard,Web,23044,2,Card,WH-Bangalore,05-02-2024,09-02-2024,On-time,0,Yes,Yes,No Issue
ORD103046,10-02-2024,North India,Mumbai,Grocery,Budget,App,13069,4,COD,WH-Melbourne,10-02-2024,13-02-2024,Delayed,5,Yes,Yes,No Issue
ORD103047,02-11-2024,East India,Melbourne,Fashion,Budget,App,8511,3,Card,WH-Delhi,04-11-2024,10-11-2024,On-time,0,Yes,No,NA
ORD103048,03-12-2024,South India,Melbourne,Electronics,Budget,Web,35868,4,COD,WH-Sydney,04-12-2024,11-12-2024,Delayed,3,Yes,No,NA
ORD103049,09-11-2024,East India,Hyderabad,Fashion,Budget,App,2989,3,Card,WH-Delhi,11-11-2024,16-11-2024,On-time,0,No,Yes,Late Delivery
ORD103050,15-03-2024,NSW,Bangalore,Beauty,Premium,Web,39777,2,Wallet,WH-Melbourne,15-03-2024,22-03-2024,Delayed,4,Yes,No,NA
ORD103051,05-10-2024,West India,Brisbane,Grocery,Standard,Web,47958,3,Wallet,WH-Melbourne,05-10-2024,08-10-2024,On-time,0,Yes,No,NA
ORD103052,24-06-2024,East India,Sydney,Fashion,Standard,Web,44841,2,Wallet,WH-Delhi,24-06-2024,27-06-2024,Delayed,4,Yes,No,NA
ORD103053,29-05-2024,NSW,Delhi,Home & Kitchen,Standard,App,46553,2,COD,WH-Bangalore,29-05-2024,04-06-2024,On-time,0,Yes,No,NA
ORD103054,29-09-2024,NSW,Melbourne,Electronics,Premium,Web,8530,2,Card,WH-Bangalore,30-09-2024,06-10-2024,On-time,0,Yes,No,NA
ORD103055,20-11-2024,NSW,Hyderabad,Electronics,Budget,App,26560,3,Wallet,WH-Delhi,21-11-2024,24-11-2024,On-time,0,No,No,NA
ORD103056,17-04-2024,West India,Kolkata,Fashion,Premium,Web,40525,4,COD,WH-Delhi,17-04-2024,22-04-2024,On-time,0,Yes,Yes,Late Delivery
ORD103057,18-05-2024,West India,Brisbane,Beauty,Premium,Web,24201,2,Wallet,WH-Sydney,19-05-2024,22-05-2024,On-time,0,Yes,Yes,Wrong Item
ORD103058,15-12-2024,QLD,Melbourne,Electronics,Standard,App,45115,4,UPI,WH-Bangalore,15-12-2024,19-12-2024,On-time,0,Yes,No,NA
ORD103059,27-09-2024,West India,Bangalore,Fashion,Premium,Web,24923,1,UPI,WH-Mumbai,29-09-2024,02-10-2024,On-time,0,Yes,No,NA
ORD103060,12-12-2024,South India,Hyderabad,Fashion,Standard,Web,34746,1,Wallet,WH-Melbourne,14-12-2024,16-12-2024,On-time,0,Yes,Yes,Damaged
ORD103061,15-10-2024,West India,Chennai,Electronics,Premium,App,37752,2,COD,WH-Melbourne,17-10-2024,20-10-2024,On-time,0,Yes,No,NA
ORD103062,30-07-2024,West India,Delhi,Fashion,Standard,App,34599,1,UPI,WH-Delhi,31-07-2024,03-08-2024,Delayed,4,Yes,No,NA
ORD103063,28-09-2024,West India,Hyderabad,Fashion,Standard,Web,34548,2,Wallet,WH-Mumbai,28-09-2024,03-10-2024,Cancelled,0,Yes,Yes,Late Delivery
ORD103064,06-03-2024,East India,Sydney,Sports,Budget,Web,32800,3,Wallet,WH-Bangalore,08-03-2024,09-03-2024,On-time,0,Yes,Yes,Damaged
ORD103065,04-09-2024,West India,Delhi,Home & Kitchen,Standard,App,35689,3,COD,WH-Bangalore,05-09-2024,12-09-2024,On-time,0,Yes,No,NA
ORD103066,04-06-2024,South India,Chennai,Fashion,Premium,Web,12315,3,COD,WH-Bangalore,05-06-2024,12-06-2024,On-time,0,Yes,No,NA
ORD103067,16-02-2024,NSW,Kolkata,Sports,Standard,Web,35507,4,UPI,WH-Delhi,17-02-2024,22-02-2024,On-time,0,Yes,No,NA
ORD103068,19-07-2024,East India,Brisbane,Sports,Premium,App,18289,2,Wallet,WH-Delhi,20-07-2024,25-07-2024,On-time,0,Yes,No,NA
ORD103069,27-05-2024,North India,Melbourne,Fashion,Standard,App,43347,2,UPI,WH-Melbourne,27-05-2024,03-06-2024,On-time,0,Yes,No,NA
ORD103070,03-05-2024,West India,Mumbai,Beauty,Budget,Web,32464,4,Card,WH-Melbourne,04-05-2024,11-05-2024,On-time,0,Yes,No,NA
ORD103071,01-01-2024,QLD,Bangalore,Electronics,Budget,App,23249,4,Wallet,WH-Bangalore,02-01-2024,05-01-2024,On-time,0,No,No,NA
ORD103072,03-09-2024,QLD,Hyderabad,Sports,Premium,App,8584,1,COD,WH-Melbourne,03-09-2024,09-09-2024,On-time,0,Yes,No,NA
ORD103073,08-12-2024,NSW,Sydney,Sports,Standard,App,9242,1,Card,WH-Melbourne,08-12-2024,09-12-2024,On-time,0,Yes,No,NA
ORD103074,07-05-2024,NSW,Bangalore,Beauty,Premium,Web,6627,3,COD,WH-Bangalore,09-05-2024,14-05-2024,Cancelled,0,Yes,No,NA
ORD103075,09-07-2024,East India,Sydney,Grocery,Budget,Web,29727,4,COD,WH-Delhi,09-07-2024,11-07-2024,On-time,0,No,No,NA
ORD103076,07-03-2024,QLD,Hyderabad,Beauty,Premium,App,4574,4,Card,WH-Melbourne,08-03-2024,09-03-2024,On-time,0,Yes,Yes,Damaged
ORD103077,04-01-2024,North India,Kolkata,Grocery,Premium,App,44826,4,UPI,WH-Delhi,06-01-2024,12-01-2024,Delayed,4,Yes,No,NA
ORD103078,29-10-2024,VIC,Kolkata,Grocery,Standard,Web,22663,2,Card,WH-Mumbai,29-10-2024,03-11-2024,Delayed,1,Yes,Yes,No Issue
ORD103079,20-10-2024,QLD,Chennai,Beauty,Budget,Web,6153,1,Wallet,WH-Delhi,20-10-2024,23-10-2024,On-time,0,Yes,No,NA
ORD103080,22-05-2024,QLD,Melbourne,Home & Kitchen,Budget,Web,21136,4,UPI,WH-Sydney,24-05-2024,30-05-2024,On-time,0,Yes,No,NA
ORD103081,09-07-2024,South India,Brisbane,Beauty,Standard,Web,6433,3,UPI,WH-Sydney,09-07-2024,11-07-2024,On-time,0,No,No,NA
ORD103082,21-01-2024,VIC,Mumbai,Sports,Standard,App,47031,2,Wallet,WH-Bangalore,23-01-2024,30-01-2024,On-time,0,Yes,Yes,Damaged
ORD103083,14-08-2024,NSW,Brisbane,Electronics,Standard,App,31222,4,Wallet,WH-Sydney,15-08-2024,21-08-2024,On-time,0,Yes,No,NA
ORD103084,08-11-2024,VIC,Chennai,Beauty,Budget,Web,25276,1,COD,WH-Mumbai,08-11-2024,09-11-2024,On-time,0,Yes,No,NA
ORD103085,26-04-2024,QLD,Kolkata,Home & Kitchen,Budget,Web,24440,4,Card,WH-Delhi,27-04-2024,03-05-2024,On-time,0,Yes,No,NA
ORD103086,28-10-2024,NSW,Sydney,Beauty,Standard,App,4395,1,Wallet,WH-Delhi,30-10-2024,06-11-2024,On-time,0,Yes,No,NA
ORD103087,21-05-2024,VIC,Chennai,Home & Kitchen,Premium,Web,26422,1,Card,WH-Melbourne,21-05-2024,23-05-2024,Delayed,3,Yes,No,NA
ORD103088,08-02-2024,NSW,Melbourne,Electronics,Budget,Web,4940,1,UPI,WH-Melbourne,08-02-2024,12-02-2024,On-time,0,No,No,NA
ORD103089,20-12-2024,NSW,Melbourne,Fashion,Standard,App,2963,3,Wallet,WH-Melbourne,21-12-2024,26-12-2024,On-time,0,Yes,Yes,Wrong Item
ORD103090,08-09-2024,East India,Delhi,Home & Kitchen,Standard,App,19028,3,UPI,WH-Delhi,10-09-2024,13-09-2024,Delayed,3,Yes,No,NA
ORD103091,28-11-2024,North India,Melbourne,Home & Kitchen,Premium,Web,9312,1,COD,WH-Delhi,28-11-2024,04-12-2024,On-time,0,Yes,No,NA
ORD103092,25-07-2024,NSW,Bangalore,Sports,Standard,Web,40151,2,COD,WH-Melbourne,26-07-2024,01-08-2024,On-time,0,Yes,No,NA
ORD103093,28-07-2024,South India,Hyderabad,Home & Kitchen,Premium,Web,2277,4,Wallet,WH-Delhi,29-07-2024,02-08-2024,On-time,0,Yes,No,NA
ORD103094,24-04-2024,QLD,Melbourne,Electronics,Premium,App,37148,2,Wallet,WH-Mumbai,24-04-2024,01-05-2024,Delayed,4,No,Yes,No Issue
ORD103095,12-08-2024,QLD,Kolkata,Grocery,Budget,Web,46938,2,Wallet,WH-Melbourne,12-08-2024,15-08-2024,On-time,0,Yes,No,NA
ORD103096,13-05-2024,South India,Chennai,Home & Kitchen,Standard,App,46434,4,UPI,WH-Sydney,15-05-2024,20-05-2024,On-time,0,Yes,Yes,Wrong Item
ORD103097,07-09-2024,West India,Chennai,Electronics,Budget,Web,18016,3,Wallet,WH-Melbourne,07-09-2024,13-09-2024,On-time,0,Yes,No,NA
ORD103098,06-08-2024,NSW,Chennai,Sports,Budget,Web,32693,2,COD,WH-Sydney,08-08-2024,12-08-2024,Delayed,3,Yes,No,NA
ORD103099,31-03-2024,NSW,Kolkata,Sports,Budget,App,48126,2,Wallet,WH-Bangalore,02-04-2024,09-04-2024,On-time,0,Yes,No,NA
ORD103100,19-12-2024,NSW,Sydney,Fashion,Standard,App,17838,4,Wallet,WH-Sydney,21-12-2024,22-12-2024,Delayed,1,Yes,No,NA
ORD103101,15-02-2024,VIC,Hyderabad,Home & Kitchen,Standard,Web,47698,2,UPI,WH-Mumbai,17-02-2024,21-02-2024,Cancelled,0,Yes,No,NA
ORD103102,07-02-2024,NSW,Melbourne,Grocery,Standard,App,17015,2,Card,WH-Delhi,07-02-2024,14-02-2024,On-time,0,Yes,No,NA
ORD103103,21-05-2024,NSW,Sydney,Electronics,Budget,Web,1104,3,COD,WH-Mumbai,21-05-2024,27-05-2024,On-time,0,Yes,No,NA
ORD103104,09-04-2024,South India,Melbourne,Fashion,Premium,App,37929,2,Card,WH-Bangalore,11-04-2024,17-04-2024,Delayed,3,Yes,Yes,Wrong Item
ORD103105,23-11-2024,North India,Chennai,Grocery,Budget,App,24293,1,UPI,WH-Mumbai,25-11-2024,26-11-2024,On-time,0,Yes,No,NA
ORD103106,08-07-2024,North India,Melbourne,Fashion,Premium,Web,18284,3,Wallet,WH-Mumbai,08-07-2024,09-07-2024,On-time,0,Yes,No,NA
ORD103107,04-02-2024,West India,Kolkata,Grocery,Standard,App,11958,4,Wallet,WH-Bangalore,06-02-2024,09-02-2024,On-time,0,Yes,No,NA
ORD103108,26-05-2024,South India,Bangalore,Beauty,Standard,Web,45813,4,COD,WH-Mumbai,26-05-2024,28-05-2024,Delayed,2,Yes,Yes,Wrong Item
ORD103109,30-01-2024,NSW,Melbourne,Beauty,Budget,App,29015,4,Wallet,WH-Bangalore,30-01-2024,01-02-2024,On-time,0,Yes,Yes,No Issue
ORD103110,29-11-2024,North India,Sydney,Beauty,Premium,App,44353,2,UPI,WH-Delhi,29-11-2024,05-12-2024,On-time,0,No,No,NA
ORD103111,24-03-2024,East India,Hyderabad,Fashion,Standard,Web,6947,4,Card,WH-Melbourne,25-03-2024,26-03-2024,On-time,0,Yes,No,NA
ORD103112,07-10-2024,East India,Chennai,Beauty,Standard,Web,3048,1,COD,WH-Delhi,07-10-2024,12-10-2024,Delayed,4,No,No,NA
ORD103113,09-12-2024,East India,Delhi,Electronics,Budget,App,48183,3,Wallet,WH-Delhi,11-12-2024,13-12-2024,On-time,0,Yes,No,NA
ORD103114,26-09-2024,NSW,Bangalore,Electronics,Budget,Web,12575,1,Wallet,WH-Delhi,27-09-2024,29-09-2024,On-time,0,Yes,No,NA
ORD103115,02-06-2024,NSW,Mumbai,Beauty,Budget,Web,22643,4,Card,WH-Mumbai,04-06-2024,11-06-2024,Delayed,3,Yes,No,NA
ORD103116,11-04-2024,West India,Melbourne,Grocery,Premium,Web,35153,2,Card,WH-Delhi,11-04-2024,16-04-2024,Delayed,4,Yes,No,NA
ORD103117,02-08-2024,QLD,Melbourne,Grocery,Premium,Web,838,2,Wallet,WH-Bangalore,03-08-2024,06-08-2024,Cancelled,0,Yes,No,NA
ORD103118,29-05-2024,West India,Hyderabad,Fashion,Standard,App,27142,4,Wallet,WH-Bangalore,30-05-2024,31-05-2024,On-time,0,Yes,No,NA
ORD103119,23-03-2024,West India,Hyderabad,Grocery,Budget,Web,6303,4,UPI,WH-Bangalore,25-03-2024,01-04-2024,On-time,0,No,Yes,Damaged
ORD103120,19-04-2024,VIC,Chennai,Home & Kitchen,Standard,App,7058,4,Card,WH-Bangalore,21-04-2024,28-04-2024,On-time,0,Yes,No,NA
ORD103121,01-10-2024,East India,Delhi,Grocery,Premium,Web,1410,2,Card,WH-Delhi,01-10-2024,08-10-2024,On-time,0,Yes,No,NA
ORD103122,19-07-2024,NSW,Delhi,Electronics,Standard,Web,47670,1,Card,WH-Sydney,20-07-2024,26-07-2024,On-time,0,Yes,No,NA
ORD103123,10-10-2024,East India,Kolkata,Sports,Standard,Web,13510,3,UPI,WH-Melbourne,10-10-2024,14-10-2024,Delayed,4,Yes,No,NA
ORD103124,21-06-2024,West India,Chennai,Grocery,Budget,Web,25929,4,Card,WH-Sydney,22-06-2024,26-06-2024,On-time,0,Yes,Yes,No Issue
ORD103125,22-11-2024,NSW,Chennai,Fashion,Standard,App,21154,1,UPI,WH-Mumbai,23-11-2024,30-11-2024,On-time,0,Yes,No,NA
ORD103126,24-07-2024,South India,Bangalore,Grocery,Budget,Web,24903,1,COD,WH-Delhi,26-07-2024,27-07-2024,On-time,0,Yes,No,NA
ORD103127,03-03-2024,North India,Brisbane,Fashion,Standard,Web,6000,1,COD,WH-Sydney,05-03-2024,08-03-2024,On-time,0,No,Yes,Damaged
ORD103128,13-03-2024,North India,Bangalore,Home & Kitchen,Standard,App,29162,4,UPI,WH-Delhi,14-03-2024,20-03-2024,On-time,0,Yes,No,NA
ORD103129,07-09-2024,West India,Melbourne,Beauty,Premium,Web,37882,2,COD,WH-Bangalore,08-09-2024,12-09-2024,On-time,0,Yes,No,NA
ORD103130,03-05-2024,QLD,Mumbai,Home & Kitchen,Premium,Web,34164,1,Card,WH-Mumbai,04-05-2024,10-05-2024,On-time,0,Yes,No,NA
ORD103131,30-04-2024,East India,Chennai,Electronics,Standard,Web,8924,1,Card,WH-Sydney,30-04-2024,06-05-2024,On-time,0,Yes,No,NA
ORD103132,01-10-2024,South India,Delhi,Sports,Standard,Web,36026,1,UPI,WH-Melbourne,02-10-2024,04-10-2024,On-time,0,Yes,Yes,No Issue
ORD103133,29-04-2024,NSW,Hyderabad,Home & Kitchen,Budget,App,31960,3,Wallet,WH-Bangalore,01-05-2024,08-05-2024,Delayed,1,Yes,No,NA
ORD103134,12-11-2024,QLD,Mumbai,Home & Kitchen,Premium,App,42284,1,Card,WH-Bangalore,13-11-2024,16-11-2024,On-time,0,Yes,No,NA
ORD103135,12-06-2024,East India,Delhi,Electronics,Premium,App,12348,1,Wallet,WH-Mumbai,14-06-2024,19-06-2024,On-time,0,Yes,No,NA
ORD103136,12-10-2024,West India,Delhi,Electronics,Standard,App,33965,2,Wallet,WH-Bangalore,12-10-2024,13-10-2024,On-time,0,No,Yes,Damaged
ORD103137,21-09-2024,East India,Mumbai,Beauty,Budget,Web,49422,1,Wallet,WH-Bangalore,21-09-2024,25-09-2024,On-time,0,Yes,No,NA
ORD103138,15-11-2024,West India,Hyderabad,Beauty,Premium,Web,17945,1,COD,WH-Sydney,15-11-2024,22-11-2024,Delayed,4,Yes,No,NA
ORD103139,09-06-2024,VIC,Brisbane,Grocery,Standard,App,33515,4,COD,WH-Bangalore,09-06-2024,10-06-2024,On-time,0,Yes,No,NA
ORD103140,03-11-2024,North India,Kolkata,Fashion,Standard,Web,43466,2,UPI,WH-Mumbai,04-11-2024,09-11-2024,On-time,0,Yes,No,NA
ORD103141,29-03-2024,QLD,Chennai,Electronics,Standard,Web,35187,1,COD,WH-Delhi,31-03-2024,04-04-2024,Delayed,5,Yes,No,NA
ORD103142,21-05-2024,North India,Bangalore,Home & Kitchen,Standard,App,2111,1,Wallet,WH-Mumbai,23-05-2024,24-05-2024,On-time,0,No,No,NA
ORD103143,21-07-2024,East India,Melbourne,Home & Kitchen,Standard,App,25216,3,Wallet,WH-Mumbai,21-07-2024,26-07-2024,On-time,0,Yes,Yes,Late Delivery
ORD103144,04-11-2024,South India,Bangalore,Beauty,Premium,App,37460,3,COD,WH-Delhi,06-11-2024,08-11-2024,On-time,0,Yes,No,NA
ORD103145,14-08-2024,NSW,Delhi,Fashion,Premium,Web,36931,1,COD,WH-Sydney,14-08-2024,19-08-2024,On-time,0,Yes,No,NA
ORD103146,29-11-2024,West India,Chennai,Electronics,Budget,Web,12019,3,Wallet,WH-Melbourne,01-12-2024,04-12-2024,On-time,0,Yes,No,NA
ORD103147,09-08-2024,NSW,Hyderabad,Beauty,Standard,Web,1877,1,UPI,WH-Melbourne,09-08-2024,12-08-2024,On-time,0,Yes,No,NA
ORD103148,10-02-2024,North India,Hyderabad,Fashion,Budget,Web,14813,4,Wallet,WH-Mumbai,12-02-2024,17-02-2024,Delayed,2,Yes,No,NA
ORD103149,14-07-2024,South India,Hyderabad,Electronics,Standard,Web,24039,3,UPI,WH-Sydney,15-07-2024,21-07-2024,On-time,0,Yes,No,NA
ORD103150,08-03-2024,South India,Melbourne,Home & Kitchen,Standard,Web,23502,4,Card,WH-Sydney,09-03-2024,15-03-2024,On-time,0,Yes,No,NA
ORD103151,20-09-2024,NSW,Melbourne,Home & Kitchen,Standard,App,36131,1,Wallet,WH-Sydney,21-09-2024,23-09-2024,Delayed,1,Yes,No,NA
ORD103152,02-01-2024,North India,Chennai,Beauty,Budget,App,10242,3,COD,WH-Sydney,03-01-2024,04-01-2024,On-time,0,Yes,No,NA
ORD103153,26-12-2024,NSW,Brisbane,Fashion,Standard,App,14678,1,COD,WH-Mumbai,26-12-2024,02-01-2025,On-time,0,Yes,No,NA
ORD103154,04-05-2024,East India,Delhi,Home & Kitchen,Budget,App,25883,2,Wallet,WH-Bangalore,06-05-2024,07-05-2024,On-time,0,Yes,Yes,No Issue
ORD103155,19-04-2024,South India,Hyderabad,Fashion,Premium,Web,12131,4,UPI,WH-Melbourne,21-04-2024,28-04-2024,On-time,0,Yes,No,NA
ORD103156,26-03-2024,South India,Hyderabad,Beauty,Standard,App,21514,2,COD,WH-Melbourne,27-03-2024,03-04-2024,On-time,0,Yes,No,NA
ORD103157,29-04-2024,East India,Hyderabad,Grocery,Budget,App,2812,4,Card,WH-Delhi,30-04-2024,02-05-2024,On-time,0,Yes,No,NA
ORD103158,06-05-2024,North India,Melbourne,Fashion,Premium,App,8996,1,COD,WH-Mumbai,07-05-2024,11-05-2024,On-time,0,Yes,No,NA
ORD103159,11-09-2024,South India,Brisbane,Sports,Standard,App,5379,3,UPI,WH-Melbourne,13-09-2024,18-09-2024,On-time,0,Yes,No,NA
ORD103160,01-07-2024,QLD,Bangalore,Fashion,Premium,Web,18195,2,Wallet,WH-Mumbai,01-07-2024,04-07-2024,On-time,0,Yes,No,NA
ORD103161,16-01-2024,VIC,Brisbane,Beauty,Standard,App,11532,3,COD,WH-Mumbai,17-01-2024,24-01-2024,On-time,0,No,No,NA
ORD103162,02-03-2024,VIC,Melbourne,Sports,Budget,Web,45393,3,Wallet,WH-Sydney,03-03-2024,10-03-2024,On-time,0,Yes,No,NA
ORD103163,06-06-2024,VIC,Bangalore,Grocery,Standard,App,41110,2,Wallet,WH-Delhi,08-06-2024,11-06-2024,On-time,0,Yes,Yes,Wrong Item
ORD103164,24-09-2024,West India,Mumbai,Home & Kitchen,Standard,Web,8827,2,Card,WH-Mumbai,24-09-2024,27-09-2024,Delayed,4,Yes,No,NA
ORD103165,04-02-2024,QLD,Chennai,Electronics,Budget,App,7131,3,Card,WH-Melbourne,05-02-2024,11-02-2024,On-time,0,No,No,NA
ORD103166,23-09-2024,West India,Mumbai,Beauty,Budget,Web,29346,1,Wallet,WH-Melbourne,23-09-2024,29-09-2024,Delayed,5,Yes,No,NA
ORD103167,04-03-2024,North India,Chennai,Electronics,Budget,Web,31849,2,UPI,WH-Delhi,05-03-2024,12-03-2024,On-time,0,Yes,No,NA
ORD103168,19-02-2024,East India,Hyderabad,Grocery,Standard,Web,19916,1,Card,WH-Mumbai,21-02-2024,22-02-2024,On-time,0,Yes,No,NA
ORD103169,11-09-2024,NSW,Mumbai,Sports,Premium,App,31557,1,COD,WH-Sydney,11-09-2024,18-09-2024,Cancelled,0,Yes,Yes,Damaged
ORD103170,28-05-2024,QLD,Melbourne,Grocery,Budget,App,19290,2,Card,WH-Delhi,30-05-2024,31-05-2024,On-time,0,Yes,No,NA
ORD103171,20-11-2024,North India,Delhi,Fashion,Premium,App,36333,1,Wallet,WH-Mumbai,21-11-2024,28-11-2024,On-time,0,Yes,No,NA
ORD103172,30-10-2024,NSW,Bangalore,Electronics,Budget,Web,24503,4,Card,WH-Delhi,01-11-2024,03-11-2024,Delayed,2,Yes,No,NA
ORD103173,02-10-2024,North India,Sydney,Electronics,Budget,Web,48258,1,UPI,WH-Sydney,03-10-2024,07-10-2024,On-time,0,Yes,No,NA
ORD103174,22-12-2024,West India,Delhi,Grocery,Standard,Web,31474,1,Card,WH-Bangalore,23-12-2024,29-12-2024,On-time,0,Yes,No,NA
ORD103175,20-06-2024,VIC,Mumbai,Sports,Budget,App,44627,1,UPI,WH-Bangalore,21-06-2024,26-06-2024,On-time,0,Yes,No,NA
ORD103176,19-07-2024,East India,Bangalore,Electronics,Premium,App,8386,3,COD,WH-Bangalore,20-07-2024,27-07-2024,On-time,0,No,No,NA
ORD103177,19-11-2024,West India,Mumbai,Home & Kitchen,Standard,Web,46927,1,Card,WH-Sydney,21-11-2024,24-11-2024,On-time,0,Yes,No,NA
ORD103178,04-02-2024,East India,Mumbai,Grocery,Budget,App,28746,1,COD,WH-Sydney,05-02-2024,07-02-2024,On-time,0,Yes,No,NA
ORD103179,03-08-2024,QLD,Kolkata,Fashion,Premium,Web,41590,1,Wallet,WH-Delhi,04-08-2024,08-08-2024,On-time,0,No,No,NA
ORD103180,05-03-2024,NSW,Sydney,Fashion,Standard,App,33894,1,COD,WH-Melbourne,06-03-2024,07-03-2024,On-time,0,No,No,NA
ORD103181,08-01-2024,North India,Kolkata,Fashion,Premium,Web,17171,3,Card,WH-Sydney,10-01-2024,13-01-2024,Cancelled,0,No,No,NA
ORD103182,27-10-2024,South India,Kolkata,Electronics,Standard,Web,6386,3,Card,WH-Sydney,29-10-2024,03-11-2024,Delayed,3,Yes,Yes,Wrong Item
ORD103183,08-12-2024,South India,Brisbane,Grocery,Standard,Web,19591,3,UPI,WH-Bangalore,09-12-2024,15-12-2024,Delayed,5,No,No,NA
ORD103184,27-11-2024,East India,Melbourne,Fashion,Standard,App,2603,2,Card,WH-Bangalore,28-11-2024,01-12-2024,On-time,0,Yes,Yes,Wrong Item
ORD103185,16-03-2024,VIC,Melbourne,Grocery,Budget,App,35649,2,Wallet,WH-Bangalore,17-03-2024,20-03-2024,On-time,0,Yes,No,NA
ORD103186,22-06-2024,VIC,Kolkata,Electronics,Standard,Web,34902,3,UPI,WH-Melbourne,23-06-2024,28-06-2024,Cancelled,0,Yes,Yes,Wrong Item
ORD103187,16-02-2024,East India,Hyderabad,Home & Kitchen,Budget,App,47451,2,Card,WH-Bangalore,18-02-2024,24-02-2024,Delayed,2,Yes,No,NA
ORD103188,15-01-2024,West India,Brisbane,Home & Kitchen,Budget,App,15645,3,Card,WH-Bangalore,15-01-2024,17-01-2024,On-time,0,Yes,Yes,Damaged
ORD103189,26-12-2024,South India,Mumbai,Home & Kitchen,Budget,Web,15676,1,Card,WH-Melbourne,26-12-2024,31-12-2024,On-time,0,Yes,No,NA
ORD103190,26-05-2024,West India,Sydney,Electronics,Budget,App,26671,3,Card,WH-Bangalore,28-05-2024,03-06-2024,On-time,0,No,No,NA
ORD103191,26-01-2024,NSW,Kolkata,Fashion,Standard,App,11947,3,Wallet,WH-Delhi,26-01-2024,01-02-2024,On-time,0,Yes,Yes,No Issue
ORD103192,03-11-2024,South India,Sydney,Electronics,Budget,App,25762,2,Card,WH-Delhi,05-11-2024,10-11-2024,Delayed,1,Yes,No,NA
ORD103193,02-04-2024,NSW,Chennai,Grocery,Premium,App,27787,3,UPI,WH-Mumbai,02-04-2024,03-04-2024,On-time,0,No,No,NA
ORD103194,19-08-2024,North India,Brisbane,Home & Kitchen,Premium,Web,13596,4,Card,WH-Delhi,21-08-2024,28-08-2024,On-time,0,Yes,Yes,Late Delivery
ORD103195,21-01-2024,West India,Sydney,Grocery,Standard,App,12791,1,UPI,WH-Melbourne,21-01-2024,23-01-2024,Delayed,5,Yes,No,NA
ORD103196,02-11-2024,East India,Mumbai,Electronics,Budget,App,11174,3,UPI,WH-Bangalore,02-11-2024,04-11-2024,Cancelled,0,Yes,No,NA
ORD103197,07-02-2024,South India,Chennai,Beauty,Premium,App,30155,3,Card,WH-Mumbai,09-02-2024,16-02-2024,On-time,0,Yes,Yes,Late Delivery
ORD103198,02-10-2024,West India,Hyderabad,Beauty,Premium,Web,46337,3,Wallet,WH-Sydney,03-10-2024,07-10-2024,On-time,0,No,No,NA
ORD103199,05-06-2024,East India,Mumbai,Electronics,Budget,Web,20946,3,Card,WH-Sydney,05-06-2024,09-06-2024,On-time,0,Yes,No,NA
ORD103200,27-06-2024,North India,Melbourne,Fashion,Budget,Web,38781,2,Card,WH-Delhi,27-06-2024,28-06-2024,Delayed,1,No,No,NA
ORD103201,11-05-2024,South India,Delhi,Sports,Standard,App,41300,2,UPI,WH-Mumbai,11-05-2024,17-05-2024,On-time,0,Yes,No,NA
ORD103202,06-11-2024,NSW,Bangalore,Grocery,Premium,Web,22167,4,COD,WH-Sydney,07-11-2024,08-11-2024,On-time,0,No,No,NA
ORD103203,13-12-2024,North India,Delhi,Electronics,Standard,App,1901,2,COD,WH-Sydney,13-12-2024,17-12-2024,On-time,0,Yes,No,NA
ORD103204,28-01-2024,VIC,Hyderabad,Electronics,Premium,Web,7244,4,Wallet,WH-Sydney,30-01-2024,03-02-2024,On-time,0,No,No,NA
ORD103205,16-09-2024,East India,Melbourne,Beauty,Budget,Web,27951,4,UPI,WH-Delhi,16-09-2024,18-09-2024,Delayed,3,Yes,No,NA
ORD103206,16-03-2024,South India,Sydney,Home & Kitchen,Premium,App,11919,3,Wallet,WH-Delhi,16-03-2024,20-03-2024,On-time,0,Yes,No,NA
ORD103207,07-03-2024,South India,Brisbane,Home & Kitchen,Premium,Web,36838,4,Card,WH-Mumbai,07-03-2024,12-03-2024,On-time,0,Yes,Yes,No Issue
ORD103208,07-12-2024,QLD,Mumbai,Sports,Premium,Web,46588,1,Card,WH-Delhi,07-12-2024,14-12-2024,Delayed,3,Yes,No,NA
ORD103209,12-07-2024,QLD,Melbourne,Fashion,Budget,Web,23179,2,Wallet,WH-Delhi,12-07-2024,18-07-2024,Delayed,4,Yes,No,NA
ORD103210,10-06-2024,North India,Melbourne,Fashion,Budget,Web,42119,4,UPI,WH-Melbourne,11-06-2024,14-06-2024,On-time,0,Yes,No,NA
